Field List Worksheet,,,,,,,,
,This worksheet is a list of the fields in the content model with notes discussion the intention of each field.,,,,,,,
Interchange content element group,Interchange content element,Alias,DataTypeName,Implementation,Cardinality,Element Description,XPath In USGIN ISO metadata,NDGS bulk upload comparison field
Required basic fields; other required fields are in pink in their respective sections.,title,title,free text,string,1,Succinct (preferably <250 characters ) name of the resource,/gmd:MD_Metadata//gmd:citation//gmd:title/gco:CharacterString,title
,description,description,free text,string,1,"Free text description of the resource, including information about content format and media, lineage, quality, access, as well as a summary of the intellectual content of the resource. Inform the reader about the resource's content as well as its context. Among other things, if a temporal extent for the resource is specified, the description should indicate what the temporal extent of the resource represents.  All strings are converted to XML-safe values. All formatting is lost and HTML tags are printed instead of being interpreted.",/gmd:MD_Metadata//gmd:abstract/gco:CharacterString,notes
,publication_date,publication_date,date,ISO8601 dateTime,1,Date on which the resource became available.,"/gmd:MD_Metadata//gmd:citation//gco:DateTime ; also requires dateTypeCode=""publication"", codeList=""http://standards.iso.org/ittf/PubliclyAvailableStandards/ISO_19139_Schemas/resources/Codelist/gmxCodelists.xml#CI_DateTypeCode"", codeListValue=""publication""",publication_date
"Intellectual Originator: at least one of individual, organization, or position name is required",originator_contact_person_name,author_person_name,free text,string,at least one of these elements must have a valid value,The name of the primary person(s) responsible for creating the resource. List multiple originators separated using a | (pipe) symbol to delimit the originators.  Originator affiliation is assumed to be the originator contact organization (above),gmd:MD_Metadata/gmd:identificationInfo//gmd:citation//gmd:citedResponsibleParty//gmd:individualName/gco:CharacterString,author
,originator_contact_org_name,author_organization_name,free text,string,,The name of the primary organization responsible for creating the resource,gmd:MD_Metadata/gmd:identificationInfo//gmd:citation//gmd:citedResponsibleParty//gmd:organisationName/gco:CharacterString,
,originator_contact_email,author_email,free text,string,at least one of these elements must have a valid value,"Note that to conform to the USGIN metadata recommendations, an ISO metadata contact element must be present with at least one of either phone or e-mail address. Use 'missing' for e-mail if neither is available.",//gmd:MD_DataIdentification//gmd:citation//gmd:citedResponsibleParty//gmd:contactInfo//gmd:electronicMailAddress/gco:CharacterString,
,originator_contact_phone,author_phone,free text,string,,Voice telephone number.,//gmd:MD_DataIdentification//gmd:citation//gmd:citedResponsibleParty//gmd:contactInfo//gmd:voice/gco:CharacterString,
Keywords,resource_url,resource_url,URI,http URL,1,"A URL pointing to a useful representation of the resource.  Some resources may have multiple URLs, either linking to parts of the resource (e.g. a text document report and a separate tiff scan of an associated map), or possibly to different representations of the resource (.doc, .pdf, .txt).  Multiple URLs should be separated with a pipe character ('|'). Text included in square brackets preceding the URL will be included as a  label for the URL to distinguish multiple URLs. E.g. [full report] http://resource.usgin.org/repository/ofr200109.pdf | [appendix 1] http://resoruce.usgin.org/repository/ofr200109A1.pdf | [map] http://resoruce.usgin.org/repository/ofr200109plate1.pdf",//gmd:MD_Distribution/gmd:transferOptions//gmd:linkage/gmd:URL  .  Label text goes into associated //gmd:MD_Distribution/gmd:transferOptions//gmd:CI_OnlineResource/gmd:name/gco:CharacterString,resource-0-url
,resource_type,resource_type,free text,string,1,Term from USGIN Resource type vocabulary (see DataValidTerms worksheet in this workbook). Use 'Missing' if null,/gmd:MD_Metadata/gmd:hierarchyLevelName/gco:CharacterString,data_type
,bibliographic_citation,bibliographic_citation,free text,string,0..1,Full text citation in a standard publication form (format of your choice…),//MD_DataIdentification/citation/CI_Citation/otherCitationDetails,
other originator informatio optional,resource_access_instruction,access_instructions,free text,string,0..1,Free text description of how to obtain or access the resource.,//gmd:MD_Distribution/gmd:distributor//gmd:orderingInstructions/gco:CharacterString,
,keywords_spatial,keywords_geographic,free text,string,0..1,"Spatial or geographic free-form subject descriptors for the resource. A keyword may be assigned on metadata import if none are present. Use a | (pipe) symbol to delimit the keywords.  If the described resource is not related to any geographic location, the spatial keyword 'nonGeographic' must be inserted here, and the bounding box will default to the extent of the Earth.","//gmd:descriptiveKeywords[2]//gmd:keyword/gco:CharacterString also requires //gmd:descriptiveKeywords[2]//gmd:MD_KeywordTypeCode = ""place""",spatial_word
,keywords_thematic,keywords_thematic,free text,string,0..1,Thematic free-form subject descriptors for the resource. A keyword may be assigned on metadata import if none are present. When in doubt place your keywords here.  Use a | (pipe) symbol to delimit the keywords.,"value goes in //gmd:descriptiveKeywords[1]//gmd:keyword/gco:CharacterString ; also requires that //gmd:descriptiveKeywords[1]//gmd:MD_KeywordTypeCode = ""theme""",tags
,south_bounding_latitude,south_bounding_latitude,double,decimal,1,"Values given in decimal degrees using the WGS84 datum. West longitude is <0.  A minimum bounding rectangle will be created if point coordinates are given. If a point is supplied, it will become the SW corner of a tiny rectangle. This is necessary because some server implementations fail if the bounding box is degenerate (W long = E long, N lat = S lat). If no location is applicable, the bounding box will default to the extent of the earth (90S -180, 90N 180).",//gmd:identificationInfo//gmd:extent//gmd:southBoundLatitude/gco:Decimal,spatial
,west_bounding_longitude,west_bounding_longitude,double,decimal,1,,//gmd:identificationInfo//gmd:extent//gmd:westBoundLongitude/gco:Decimal,spatial
,distributor_contact_person_name,distributor_person,free text,string,at least one of these elements must have a valid value,Name of person responsible for distribution of resource.,//gmd:MD_Distribution//gmd:distributorContact/ gmd:CI_ResponsibleParty/gmd:individualName/ gco:CharacterString,maintainer
,distributor_contact_org_name,distributor_organization,free text,string,,Name of organization responsible for distribution of resource.,//gmd:MD_Distribution//gmd:distributorContact/gmd:CI_ResponsibleParty/gmd:organisationName/ gco:CharacterString,
,distributor_contact_email,distributor_email,free text,string,at least one of these elements must have a valid value,"Note that to conform to the USGIN metadata recommendations, an ISO metadata contact element must be present with at least one of either phone or e-mail address. Use 'missing' for e-mail if neither is available.",//gmd:MD_Distribution//gmd:distributorContact//gmd:contactInfo//gmd:electronicMailAddress/gco:CharacterString,
,distributor_contact_phone,distributor_phone,free text,string,,Voice telephone number.,//gmd:MD_Distribution//gmd:distributorContact//gmd:contactInfo//gmd:voice/gco:CharacterString,
,The following fields can be pasted into the Basic Metadata Template tab for additonal data. Do not change field names.,,,,,,,
Geographic Extent: Horizontal,north_bounding_latitude,north_bounding_latitude,decimal,decimal,"If only a point location is available, report as west long and south latitude.","Values given in decimal degrees using the WGS84 datum. West longitude is <0.  A minimum bounding rectangle will be created if point coordinates are given. If a point is supplied, it will become the SW corner of a tiny rectangle. This is necessary because some server implementations fail if the bounding box is degenerate (W long = E long, N lat = S lat). If no location is applicable, the bounding box will default to the extent of the earth (90S -180, 90N 180)",//gmd:identificationInfo//gmd:extent//gmd:northBoundLatitude/gco:Decimal also //gmd:identificationInfo//gmd:extent//gmd:extentTypeCode=1 for all extents,
a rectangle or point (north and west corners) is required,east_bounding_longitude,east_bounding_longitude,decimal,decimal,,,//gmd:identificationInfo//gmd:extent//gmd:eastBoundLongitude/gco:Decimal,
Geographic Extent: Vertical,keywords_temporal,keywords_temporal,free text,string,0..1,Temporal free-form subject descriptors for the resource. Enter geologic time periods here. Use a | (pipe) symbol to delimit the keywords.,"//gmd:descriptiveKeywords[3]//gmd:keyword/gco:CharacterString ; also requires //gmd:descriptiveKeywords[3]//gmd:MD_KeywordTypeCode = ""temporal""",
,originator_contact_position_name,author_position,free text,string,0..1,The name of the position held by the primary person(s) responsible for creating the resource.  Use for resources that are associated with whatever person is acting in some role. List multiple originators separated using a | (pipe) symbol to delimit the originators.,gmd:MD_Metadata/gmd:identificationInfo//gmd:citation//gmd:citedResponsibleParty//gmd:positionName/gco:CharacterString,
,originator_contact_street_address,author_address_street,free text,string,0..1,The street address for the originator of the resource,//MD_DataIdentification/citation//contactInfo//deliveryPoint/CharacterString,
Temporal Extent,originator_contact_city,author_address_city,free text,string,0..1,The city in which the originator of the resource is located,//MD_DataIdentification/citation//contactInfo//city/CharacterString,
,originator_contact_state,author_address_state,free text,string,0..1,The state in which the originator of the resource is located,//gmd:MD_DataIdentification//gmd:citation//gmd:contactInfo//gmd:administrativeArea/gco:CharacterString,
Resource Information and Distribution,originator_contact_zip,author_address_zip,free text,string,0..1,The zip code for the street address of the originator of the resource,//gmd:MD_DataIdentification//gmd:citation//gmd:contactInfo//gmd:postalCode/gco:CharacterString,
,originator_contact_fax,author_fax,free text,string,0..1,FAX telephone number,//gmd:MD_DataIdentification//gmd:citation//gmd:citedResponsibleParty//gmd:contactInfo//gmd:facsimile/gco:CharacterString,
,originator_contact_url,author_url,free text,http URL,0..1,web location that can be used to communicate with the party,//gmd:MD_DataIdentification//gmd:citation//gmd:citedResponsibleParty//gmd:contactInfo//gmd:linkage/gmd:URL,
,surface_elevation,surface_elevation,decimal,decimal,0..1,"Elevation of the earth surface at the resource location, measured above mean sea level, reported in the elevation_units.",,
,datum_elevation,datum_elevation,decimal,decimal,0..1,"datum_elevation=0 and elevation_unit=m implies that the vertical CRS is <verticalCRS xlink:href=""urn:ogc:def:crs:EPSG::5714""/>. If datum is a surface elevation, convert units to meters  and report <verticalCRS xlink:href=""localDatumElevation=xxx""/> where xxx is the datum_elevation in meters. ",/MD_Metadata/identificationInfo/MD_DataIdentification/extent/EX_Extent/verticalElement/EX_VerticalExtent/verticalCRS,
Resource Distribution Contact,interval_depth_top,interval_depth_top,decimal,decimal,0..1,"This is the top of the vertical extent interval; it will be a smaller number than the interval_depth_bottom if <verticalCRS xlink:href=""localDatumElevation=xxx""/> (depth measured positive increasing down), and a larger number if <verticalCRS xlink:href=""urn:ogc:def:crs:EPSG::5714""/> (elevation measured up from sea level)",,
,interval_depth_bottom,interval_depth_bottom,decimal,decimal,0..1,"This is the bottom of the vertical extent interval; it will be a larger number than the interval_depth_top if <verticalCRS xlink:href=""localDatumElevation=xxx""/> (depth measured positive increasing down), and a smaller number if <verticalCRS xlink:href=""urn:ogc:def:crs:EPSG::5714""/> (elevation measured up from sea level)",,
,elevation_units,elevation_units,term,string,0..1,"metadata document must use meters for interoperability; the value here is only to verify for data entry and convert to meters if necessary.  Value to specify units is required if elevation, maximum or minimum is provided.",,
,temporal_start_date,start_date,date,ISO8601 dateTime,0..1,"Start date of period to which the resource content applies. If the resource pertains to specific Geologic time periods, those terms should be entered as temporal keywords. For a borehole, the start date should be the spud date (drilling started) for the borehole.   Day, month and year must be specified; Excel will display using ISO 8601 date and time (yyyy-mm-ddT:hh:mm) format. If only the year is known, enter month and day as 'Jan. 1', (or '1/1/', or '1-1-', or 'January 1,').  All dates will be converted to yyyy-mm-ddT:hh:mm. if extent is a single day, start and end date are the same",//gmd:MD_DataIdentification/gmd:extent//gmd:EX_TemporalExtent/gmd:extent/gml:TimePeriod/gml:beginPosition,
,temporal_end_date,end_date,date,ISO8601 dateTime,0..1,"End date of period to which the resource content applies.  For a borehole, the end date should be the completion date (drilling-ended or completion) for the borehole.   Day, month and year must be specified; Excel will display using ISO 8601 date and time (yyyy-mm-ddT:hh:mm) format. If only the year is known, enter month and day as 'Jan. 1', (or '1/1/', or '1-1-', or 'January 1,').  All dates will be converted to yyyy-mm-ddT:hh:mm. if extent is a single day, start and end date are the same.",//gmd:MD_DataIdentification/gmd:extent//gmd:EX_TemporalExtent/gmd:extent/gml:TimePeriod/gml:endPosition,
,resource_languages,resource_languages,term,string,1,Default is eng; use the ISO639-2/T three letter language code in lower case.,//gmd:MD_DataIdentification/gmd:language/gco:CharacterString,language
,resource_id,resource_URI,URI,string,0..1,"Identifier should include a prefix indicating the identifier protocol, e.g. http:, ftp:, urn:, iri:, isbn: etc. This field should contain the preferred identifier for the resource",/gmd:MD_Metadata/gmd:dataSetURI/gco:CharacterString ; value is duplicated at /MD_Metadata/identificationInfo/MD_DataIdentification/citation/CI_Citation/identifier/MD_Identifier/code,uri
,resource_quality_statement,quality_statement,free text,string,0..1,"Free text statement summarizing considerations pertaining to the accuracy, reliability or other quality factors related to the described resource.","//DQ_DataQuality[1]//report[1]//explanation/CharacterString ; this is an ad hoc solution for encoding the quality statement. Note that the DQ explanation is wrapped in any of the 15 possible concrete data quality element types, and also requires a preceding 'specification' element and following 'pass' element, both of which can be nil. Recommend nilReason='inapplicable' attribute on these placeholder elements. see example in column I.",quality
,resource_constraints_statement,usage_constraints,free text,string,0..1,free text statement summarizing legal or security constraints on access or usage of the described resource,//gmd:metadataConstraints//gmd:useLimitation/ CharacterString,license
,resource_lineage_statement,lineage_provenance,free text,string,0..1,"free text statement summarizing provenance of described resource, including relation to any predecessor resources and processing involved in production of resource.",//gmd:dataQualityInfo//gmd:LI_Lineage/ gmd:statement/gco:CharacterString,lineage
,distributor_contact_position_name,distributor_position,free text,string,0..1,position name of person responsible for distribution of resource,,
,distributor_contact_street_address,distributor_address_street,free text,string,0..1,,//gmd:MD_Distribution//gmd:distributorContact//gmd:contactInfo//gmd:deliveryPoint/gco:CharacterString,
,distributor_contact_city,distributor_address_city,free text,string,0..1,,//gmd:MD_Distribution//gmd:distributorContact//gmd:contactInfo//city/CharacterString,
Metadata Contact,distributor_contact_state,distributor_address_state,free text,string,0..1,,//gmd:MD_Distribution//gmd:distributorContact//gmd:contactInfo//gmd:contactInfo//gmd:administrativeArea/gco:CharacterString,
,distributor_contact_zip,distributor_address_zip,free text,string,0..1,,//gmd:MD_Distribution//gmd:distributorContact//gmd:contactInfo//gmd:contactInfo//gmd:postalCode/gco:CharacterString,
,distributor_contact_fax,distributor_fax,free text,string,0..1,,//gmd:MD_Distribution//gmd:distributorContact//gmd:contactInfo//gmd:facsimile/gco:CharacterString,
,distributor_contact_url,distributor_URL,URI,http URL,0..1,,//gmd:MD_Distribution//gmd:distributorContact//gmd:contactInfo//gmd:linkage/gmd:URL,
,metadata_date,metadata_date,date,ISO8601 dateTime,1,"Date upon which this metadata record was created or most recently updated. Check that formatting uses extended ISO 8601 formatted combined UTC date and time string (2009-11-17T10:00:00). If no data is supplied, the date upon which the record is inserted in the catalog will be assigned.",/gmd:MD_Metadata/gmd:dateStamp/gmd:DateTime,
,metadata_language,metadata_language,term,string,0..1,"language of metadata content (e.g. language used in this record). Default = ""eng""",/gmd:MD_Metadata/gmd:language/gmd:CharacterString,
,metadata_uuid,metadata_unique_id,UUID,string,0..1,"Unique identifier for this metadata record, as distinct from identifiers for the described resource. The metadata record is considered a separate resource from the described resource. Import process generate guid if a value is not present, but is it preferable that the metadata originator assign and maintain unique identifiers for metadata records they create to help identify duplication if the metadata is updated or inserted in a different catalog.",/gmd:MD_Metadata/gmd:fileIdentifier/gmd:CharacterString,
,metadata_contact_org_name,metadata_contact_organization,free text,string,0..1,Name of  organization  to contact with comments or questions about this metadata record.,/MD_Metadata/contact/CI_ResponsibleParty/organisationName/CharacterString,
,metadata_contact_person_name,metadata_contact_person,free text,string,0..1,Name of  the person  to contact with comments or questions about this metadata record.,/MD_Metadata/contact/CI_ResponsibleParty/individualName/CharacterString,
,metadata_contact_position_name,metadata_contact_person,free text,string,0..1,Position name of person responsible for metadata,,
,metadata_contact_email,metadata_contact_email,free text,string,1,E-mail address use for sending questions or comments about this metadata record.,/MD_Metadata/contact/CI_ResponsibleParty/contactInfo/CI_Contact/address/CI_Address/electronicMailAddress/CharacterString,
,metadata_contact_street_address,metadata_contact_address,free text,string,0..1,,/MD_Metadata/contact/CI_ResponsibleParty/contactInfo/CI_Contact/address/CI_Address/deliveryPoint/CharacterString,
Constants,metadata_contact_city,metadata_contact_city,free text,string,0..1,,/gmd:MD_Metadata/gmd:contact//gmd:address/gmd:CI_Address/gmd:city/gco:CharacterString,
,metadata_contact_state,metadata_contact_state,free text,string,0..1,,/gmd:MD_Metadata/gmd:contact//gmd:address/ gmd:CI_Address/gmd:administrativeArea/ gco:CharacterString,
,metadata_contact_zip,metadata_contact_zip,free text,string,0..1,,/gmd:MD_Metadata/gmd:contact// gmd:address/gmd:CI_Address/gmd:postalCode/ gco:CharacterString,
,metadata_contact_phone,metadata_contact_phone,free text,string,0..1,,/gmd:MD_Metadata/gmd:contact//gmd:CI_ResponsibleParty/gmd:contactInfo// gmd:voice/gco:CharacterString,
,metadata_contact_fax,metadata_contact_fax,free text,string,0..1,,/gmd:MD_Metadata/gmd:contact/gmd:CI_ResponsibleParty/gmd:contactInfo// gmd:facsimile/gco:CharacterString,
,metadata_contact_url,metadata_contact_url,URI,http URL,0..1,,/gmd:MD_Metadata/gmd:contact/gmd:CI_ResponsibleParty/gmd:contactInfo// gmd:onlineResource//gmd:linkage/gmd:URL,
,related_resource,links_to_related_resources,free text,string,0..1,"URIs for related resources; use notation {associationTypeCode, uri ['|']} where optional pipe is used to delimit multiple links.  Association type code should be a term from a controlled vocabulary of relationships between resources.","/gmd:MD_Metadata/gmd:identificationInfo/gmd:MD_DataIdentification/gmd:aggregationInfo/gmd:MD_AggregateInformation/gmd:aggregateDataSetIdentifier/gmd:MD_Identifier/gmd:code/gco:CharacterString;  The association type code goes into //MD_AggregateInformation/associationType/DS_AssociationTypeCode and //MD_AggregateInformation/associationType/DS_AssociationTypeCode/@codeListValue. The URI is the element value in //gmd:aggregateDataSetIdentifier/gmd:MD_Identifier/gmd:code/gco:CharacterString. The required codeList attribute on DS_AssociationTypeCode is ""http://standards.iso.org/ittf/PubliclyAvailableStandards/ISO_19139_Schemas/resources/Codelist/gmxCodelists.xml#DS_AssociationTypeCode""",
,file_size,file_size,free text,string,0..1,,,
,resource_status,resource_status,term,string,0..1,"Please use one of the following terms: Completed, Ongoing, or Deprecated.",,status
,,,,,,,,private
,,,,,,,,resource-0-ordering_procedure
,,,,,,,,resource-0-layer
,,,,,,,,resource-0-protocol
,,,,,,,,resource-0-content_model_version
,,,,,,,,resource-0-content_model
,,,,,,,,resource-0-format
